State,County,Cluster,Name of organization,Acronym,Type,Reporting Month
Jonglei,Bor South,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Jonglei,Bor South,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Jonglei,Bor South,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Bor South,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Canal/Pigi,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Feb-25
Jonglei,Canal/Pigi,FSL,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Jonglei,Canal/Pigi,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Canal/Pigi,Health,International Medical Corps,IMC,INGO,Feb-25
Jonglei,Canal/Pigi,Health,Inter-Church Medical Assistance World Health,Inter-Church Medical Assistance World Health,INGO,Feb-25
Jonglei,Canal/Pigi,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Canal/Pigi,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Canal/Pigi,Nutrition,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Jonglei,Canal/Pigi,Nutrition,International Medical Corps,IMC,INGO,Feb-25
Jonglei,Canal/Pigi,Protection,Community Skills Development,CSD,NNGO,Feb-25
Jonglei,Canal/Pigi,Protection,Humanitarian and Development Consortium,HDC,NNGO,Feb-25
Jonglei,Canal/Pigi,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Canal/Pigi,SNFI,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Jonglei,Canal/Pigi,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Duk,Education,Christian Mission for Development,CMD,NNGO,Feb-25
Jonglei,Duk,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Duk,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Duk,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Duk,Nutrition,Action Against Hunger,ACF,INGO,Feb-25
Jonglei,Duk,Protection,Community in Need Aid,CINA,NNGO,Feb-25
Jonglei,Duk,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Jonglei,Duk,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Duk,WASH,Action Against Hunger,ACF,INGO,Feb-25
Jonglei,Duk,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Fangak,Education,Community in Need Aid,CINA,NNGO,Feb-25
Jonglei,Fangak,FSL,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Jonglei,Fangak,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Feb-25
Jonglei,Fangak,Health,Inter-Church Medical Assistance World Health,Inter-Church Medical Assistance World Health,INGO,Feb-25
Jonglei,Fangak,Health,World Relief,WR,INGO,Feb-25
Jonglei,Fangak,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Fangak,Nutrition,Action Against Hunger,ACF,INGO,Feb-25
Jonglei,Fangak,Nutrition,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Jonglei,Fangak,Protection,Africa Development Aid,ADA,NNGO,Feb-25
Jonglei,Fangak,Protection,Africa Initiative for Rural Development,AIRD,NNGO,Feb-25
Jonglei,Fangak,Protection,Community in Need Aid,CINA,NNGO,Feb-25
Jonglei,Fangak,Protection,Community Skills Development,CSD,NNGO,Feb-25
Jonglei,Fangak,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Jonglei,Fangak,SNFI,International Organization for Migration,IOM,UN,Feb-25
Jonglei,Fangak,WASH,Action Against Hunger,ACF,INGO,Feb-25
Jonglei,Fangak,WASH,Africa Development Aid,ADA,NNGO,Feb-25
Jonglei,Fangak,WASH,Alaska Health Project South Sudan,AHPSS,INGO,Feb-25
Jonglei,Fangak,WASH,IMA World Health,IMA,INGO,Feb-25
Jonglei,Fangak,WASH,South Sudan Red Cross,SSRC,NNGO,Feb-25
Jonglei,Nyirol,Education,Nile Hope,Nile Hope,NNGO,Feb-25
Jonglei,Nyirol,Health,Inter-Church Medical Assistance World Health,Inter-Church Medical Assistance World Health,INGO,Feb-25
Jonglei,Nyirol,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Nyirol,Nutrition,Christian Mission Aid,CMA,INGO,Feb-25
Jonglei,Nyirol,WASH,Oxfam International,OXFAM,INGO,Feb-25
Jonglei,Pibor,Education,Amani Orphans And Widows Welfare Services Inc.,AOWWS-Inc.,NNGO,Feb-25
Jonglei,Pibor,Education,Community in Need Aid,CINA,NNGO,Feb-25
Jonglei,Pibor,Education,Help a Child International,HaC,INGO,Feb-25
Jonglei,Pibor,Education,Servants Heart South Sudan,SHSS,NNGO,Feb-25
Jonglei,Pibor,FSL,Catholic Relief Services,CRS,INGO,Feb-25
Jonglei,Pibor,FSL,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Jonglei,Pibor,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Feb-25
Jonglei,Pibor,FSL,World Food Programme,WFP,UN,Feb-25
Jonglei,Pibor,Health,CARE International,CARE,INGO,Feb-25
Jonglei,Pibor,Health,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Jonglei,Pibor,Health,For Afrika To Thrive,ForAfrika,INGO,Feb-25
Jonglei,Pibor,Health,MEDAIR,MEDAIR,INGO,Feb-25
Jonglei,Pibor,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Pibor,Nutrition,For Afrika To Thrive,ForAfrika,INGO,Feb-25
Jonglei,Pibor,Nutrition,MEDAIR,MEDAIR,INGO,Feb-25
Jonglei,Pibor,Protection,Community Initiative for Development Organization,CIDO,NNGO,Feb-25
Jonglei,Pibor,Protection,Community in Need Aid,CINA,NNGO,Feb-25
Jonglei,Pibor,Protection,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Jonglei,Pibor,Protection,Grassroot Empowerment and Development Organization,GREDO,NNGO,Feb-25
Jonglei,Pibor,Protection,Nonviolent Peaceforce,NP,INGO,Feb-25
Jonglei,Pibor,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Jonglei,Pibor,WASH,Action Against Hunger,ACF,INGO,Feb-25
Jonglei,Pibor,WASH,Community Initiative for Development Organization,CIDO,NNGO,Feb-25
Jonglei,Pibor,WASH,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Jonglei,Pibor,WASH,For Afrika To Thrive,ForAfrika,INGO,Feb-25
Jonglei,Pibor,WASH,The Rescue Mission,TERM,INGO,Feb-25
Jonglei,Pochalla,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Pochalla,Nutrition,TEARFUND,TEARFUND,INGO,Feb-25
Jonglei,Twic East,Education,Community in Need Aid,CINA,NNGO,Feb-25
Jonglei,Twic East,FSL,Norwegian Refugee Council,NRC,INGO,Feb-25
Jonglei,Twic East,FSL,World Food Programme,WFP,UN,Feb-25
Jonglei,Twic East,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Twic East,Nutrition,TEARFUND,TEARFUND,INGO,Feb-25
Jonglei,Uror,FSL,Oxfam International,OXFAM,INGO,Feb-25
Jonglei,Uror,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Uror,FSL,World Food Programme,WFP,UN,Feb-25
Jonglei,Uror,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Uror,Logistics,World Food Programme,WFP,UN,Feb-25
Jonglei,Uror,Nutrition,TEARFUND,TEARFUND,INGO,Feb-25
Jonglei,Uror,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Jonglei,Uror,SNFI,Reach Africa Organization,RAO,NNGO,Feb-25
Jonglei,Uror,WASH,Givehealth Organization (GO),GO,NNGO,Feb-25
Jonglei,Uror,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Lakes,Awerial,Education,ACT Alliance / Finn Church Aid,ACT Alliance/FCA,INGO,Feb-25
Lakes,Awerial,Education,Help Education South Sudan,HESS,NNGO,Feb-25
Lakes,Awerial,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Awerial,Nutrition,Help-Hilfe zur Selbsthilfe,HELP,INGO,Feb-25
Lakes,Awerial,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Lakes,Awerial,Protection,Women Aid Vision,WAV,NNGO,Feb-25
Lakes,Awerial,WASH,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Lakes,Awerial,WASH,Help-Hilfe zur Selbsthilfe,HELP,INGO,Feb-25
Lakes,Cueibet,Education,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Lakes,Cueibet,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Cueibet,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Lakes,Cueibet,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Lakes,Cueibet,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Lakes,Cueibet,Protection,Women Aid Vision,WAV,NNGO,Feb-25
Lakes,Cueibet,WASH,Plan International,Plan,INGO,Feb-25
Lakes,Rumbek Centre,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Rumbek Centre,Logistics,World Food Programme,WFP,UN,Feb-25
Lakes,Rumbek Centre,Nutrition,Plan International,Plan,INGO,Feb-25
Lakes,Rumbek Centre,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Lakes,Rumbek Centre,Protection,Humane Aid for Community Organization,HACO,NNGO,Feb-25
Lakes,Rumbek Centre,Protection,Plan International,Plan,INGO,Feb-25
Lakes,Rumbek Centre,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Lakes,Rumbek Centre,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Lakes,Rumbek Centre,Protection,Women Aid Vision,WAV,NNGO,Feb-25
Lakes,Rumbek Centre,WASH,South Sudan Red Cross,SSRC,NNGO,Feb-25
Lakes,Rumbek East,FSL,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Lakes,Rumbek East,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Rumbek East,Nutrition,International Rescue Committee,IRC,INGO,Feb-25
Lakes,Rumbek East,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Lakes,Rumbek East,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Lakes,Rumbek East,WASH,Plan International,Plan,INGO,Feb-25
Lakes,Rumbek North,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Rumbek North,Nutrition,International Rescue Committee,IRC,INGO,Feb-25
Lakes,Wulu,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Wulu,Nutrition,Plan International,Plan,INGO,Feb-25
Lakes,Yirol East,Education,ACT Alliance / Finn Church Aid,ACT Alliance/FCA,INGO,Feb-25
Lakes,Yirol East,Education,Help Education South Sudan,HESS,NNGO,Feb-25
Lakes,Yirol East,FSL,Help-Hilfe zur Selbsthilfe,HELP,INGO,Feb-25
Lakes,Yirol East,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Yirol East,Nutrition,Help-Hilfe zur Selbsthilfe,HELP,INGO,Feb-25
Lakes,Yirol East,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Lakes,Yirol East,Protection,Plan International,Plan,INGO,Feb-25
Lakes,Yirol East,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Lakes,Yirol West,FSL,Help-Hilfe zur Selbsthilfe,HELP,INGO,Feb-25
Lakes,Yirol West,Health,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Lakes,Yirol West,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Feb-25
Lakes,Yirol West,Nutrition,International Rescue Committee,IRC,INGO,Feb-25
Lakes,Yirol West,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Lakes,Yirol West,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Northern Bahr el Ghazal,Aweil Centre,FSL,African Relief and Development Foundation,ARDF,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,FSL,Norwegian Refugee Council,NRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Health,International Organization for Migration,IOM,UN,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Logistics,International Organization for Migration,IOM,UN,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Logistics,World Food Programme,WFP,UN,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Nutrition,Action Against Hunger,ACF,INGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Nutrition,African Relief and Development Foundation,ARDF,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Protection,Agency for Child Relief Aid,ACRA,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Protection,Narrative Hub,NH,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Protection,The Organisation for Children's Harmony,TOCH,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Northern Bahr el Ghazal,Aweil Centre,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil Centre,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Education,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Education,International Rescue Committee,IRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Education,Universal Network for Knowledge and Empowerment Agency,UNKEA,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,FSL,Community Initiative for Partnership and Development,CIPAD,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,FSL,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,FSL,For Afrika To Thrive,ForAfrika,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,FSL,LM International South Sudan,LMI-SS,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Health,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Health,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Health,International Organization for Migration,IOM,UN,Feb-25
Northern Bahr el Ghazal,Aweil East,Health,International Rescue Committee,IRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Health,Medicair - South Sudan,Medicair-SS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Nutrition,Action Against Hunger,ACF,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Nutrition,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Protection,Agency for Child Relief Aid,ACRA,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Protection,International Rescue Committee,IRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Protection,Narrative Hub,NH,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Protection,Norwegian Refugee Council,NRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Protection,The Organisation for Children's Harmony,TOCH,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Northern Bahr el Ghazal,Aweil East,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,WASH,Action Against Hunger,ACF,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,WASH,Centre for Emergency and Development Support,CEDS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,WASH,LM International South Sudan,LMI-SS,INGO,Feb-25
Northern Bahr el Ghazal,Aweil East,WASH,United Nations Children's Fund,UNICEF,UN,Feb-25
Northern Bahr el Ghazal,Aweil East,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil East,WASH,World Vision International,WVI,INGO,Feb-25
Northern Bahr el Ghazal,Aweil North,Education,Peace and Development Partners,PDP,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil North,FSL,Norwegian Refugee Council,NRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil North,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil North,Health,Concern Worldwide,Concern worldwide,INGO,Feb-25
Northern Bahr el Ghazal,Aweil North,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil North,Nutrition,Concern Worldwide,Concern worldwide,INGO,Feb-25
Northern Bahr el Ghazal,Aweil North,Protection,International Rescue Committee,IRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil North,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil North,WASH,Concern Worldwide,Concern worldwide,INGO,Feb-25
Northern Bahr el Ghazal,Aweil North,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil North,WASH,World Vision International,WVI,INGO,Feb-25
Northern Bahr el Ghazal,Aweil South,Education,Aid Support Community Organization,ASCO,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil South,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil South,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil South,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil South,WASH,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil South,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil West,FSL,Norwegian Refugee Council,NRC,INGO,Feb-25
Northern Bahr el Ghazal,Aweil West,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil West,FSL,World Food Programme,WFP,UN,Feb-25
Northern Bahr el Ghazal,Aweil West,FSL,Welthungerhilfe,WHH,INGO,Feb-25
Northern Bahr el Ghazal,Aweil West,Health,For Afrika To Thrive,ForAfrika,INGO,Feb-25
Northern Bahr el Ghazal,Aweil West,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil West,Logistics,World Food Programme,WFP,UN,Feb-25
Northern Bahr el Ghazal,Aweil West,Nutrition,American Refugee Committee (Alight),ARC (Alight),INGO,Feb-25
Northern Bahr el Ghazal,Aweil West,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Northern Bahr el Ghazal,Aweil West,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Northern Bahr el Ghazal,Aweil West,WASH,ACT Alliance / Norwegian Church Aid,ACT Alliance/NCA,INGO,Feb-25
Northern Bahr el Ghazal,Aweil West,WASH,Norwegian Church Aid,NCA,INGO,Feb-25
Northern Bahr el Ghazal,Aweil West,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Abiemnhom,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Abiemnhom,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Abiemnhom,Nutrition,CARE International,CARE,INGO,Feb-25
Unity,Abiemnhom,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Unity,Abiemnhom,Protection,Integrated Humanitarian Aid,IHA,NNGO,Feb-25
Unity,Abiemnhom,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Unity,Abiemnhom,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Unity,Abiemnhom,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Abiemnhom,WASH,International Organization for Migration,IOM,UN,Feb-25
Unity,Abiemnhom,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Guit,CCCM,Danish Refugee Council,DRC,INGO,Feb-25
Unity,Guit,Education,ACT Alliance / Finn Church Aid,ACT Alliance/FCA,INGO,Feb-25
Unity,Guit,FSL,World Food Programme,WFP,UN,Feb-25
Unity,Guit,FSL,Welthungerhilfe,WHH,INGO,Feb-25
Unity,Guit,Nutrition,Concern Worldwide,Concern worldwide,INGO,Feb-25
Unity,Guit,WASH,Concern Worldwide,Concern worldwide,INGO,Feb-25
Unity,Koch,Education,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Koch,FSL,International Rescue Committee,IRC,INGO,Feb-25
Unity,Koch,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Koch,FSL,World Food Programme,WFP,UN,Feb-25
Unity,Koch,FSL,Welthungerhilfe,WHH,INGO,Feb-25
Unity,Koch,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Feb-25
Unity,Koch,Health,International Rescue Committee,IRC,INGO,Feb-25
Unity,Koch,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Koch,Health,World Relief,WR,INGO,Feb-25
Unity,Koch,Logistics,World Food Programme,WFP,UN,Feb-25
Unity,Koch,Nutrition,World Relief,WR,INGO,Feb-25
Unity,Koch,Protection,International Rescue Committee,IRC,INGO,Feb-25
Unity,Koch,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Koch,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Leer,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Leer,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Feb-25
Unity,Leer,Health,MEDAIR,MEDAIR,INGO,Feb-25
Unity,Leer,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Leer,Logistics,International Organization for Migration,IOM,UN,Feb-25
Unity,Leer,Logistics,World Food Programme,WFP,UN,Feb-25
Unity,Leer,Nutrition,MEDAIR,MEDAIR,INGO,Feb-25
Unity,Leer,Protection,Hope Restoration South Sudan,HRSS,NNGO,Feb-25
Unity,Leer,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Unity,Leer,Protection,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Leer,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Leer,WASH,MEDAIR,MEDAIR,INGO,Feb-25
Unity,Leer,WASH,Norwegian Refugee Council,NRC,INGO,Feb-25
Unity,Leer,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayendit,Education,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Mayendit,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayendit,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Feb-25
Unity,Mayendit,Health,International Organization for Migration,IOM,UN,Feb-25
Unity,Mayendit,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayendit,Logistics,World Food Programme,WFP,UN,Feb-25
Unity,Mayendit,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Unity,Mayendit,Nutrition,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Mayendit,Nutrition,World Food Programme,WFP,UN,Feb-25
Unity,Mayendit,Protection,Agency for Women and Children Development,AWACD,NNGO,Feb-25
Unity,Mayendit,Protection,Hope Restoration South Sudan,HRSS,NNGO,Feb-25
Unity,Mayendit,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Unity,Mayendit,Protection,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Mayendit,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayendit,WASH,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Unity,Mayendit,WASH,TEARFUND,TEARFUND,INGO,Feb-25
Unity,Mayendit,WASH,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Mayendit,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayom,FSL,Norwegian Refugee Council,NRC,INGO,Feb-25
Unity,Mayom,FSL,Samaritan's Purse,SP,INGO,Feb-25
Unity,Mayom,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayom,FSL,World Food Programme,WFP,UN,Feb-25
Unity,Mayom,FSL,Welthungerhilfe,WHH,INGO,Feb-25
Unity,Mayom,Health,Samaritan's Purse,SP,INGO,Feb-25
Unity,Mayom,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayom,Logistics,International Organization for Migration,IOM,UN,Feb-25
Unity,Mayom,Logistics,World Food Programme,WFP,UN,Feb-25
Unity,Mayom,Nutrition,CARE International,CARE,INGO,Feb-25
Unity,Mayom,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Unity,Mayom,Protection,People's Initiative Development Organization,PIDO,NNGO,Feb-25
Unity,Mayom,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Unity,Mayom,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Mayom,WASH,International Organization for Migration,IOM,UN,Feb-25
Unity,Mayom,WASH,People's Initiative Development Organization,PIDO,NNGO,Feb-25
Unity,Mayom,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Panyijiar,FSL,Vétérinaires Sans Frontières - Switzerland,VSF-S,INGO,Feb-25
Unity,Panyijiar,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Panyijiar,Health,International Rescue Committee,IRC,INGO,Feb-25
Unity,Panyijiar,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Panyijiar,Logistics,World Food Programme,WFP,UN,Feb-25
Unity,Panyijiar,Nutrition,International Medical Corps,IMC,INGO,Feb-25
Unity,Panyijiar,Nutrition,International Rescue Committee,IRC,INGO,Feb-25
Unity,Panyijiar,Protection,Hope Restoration South Sudan,HRSS,NNGO,Feb-25
Unity,Panyijiar,Protection,International Medical Corps,IMC,INGO,Feb-25
Unity,Panyijiar,Protection,International Rescue Committee,IRC,INGO,Feb-25
Unity,Panyijiar,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Panyijiar,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Pariang,Education,ACT Alliance / Lutheran World Federation,ACT Alliance/LWF,INGO,Feb-25
Unity,Pariang,FSL,Action Africa Help International,AAHI,INGO,Feb-25
Unity,Pariang,FSL,International Rescue Committee,IRC,INGO,Feb-25
Unity,Pariang,FSL,Samaritan's Purse,SP,INGO,Feb-25
Unity,Pariang,FSL,Vétérinaires Sans Frontières - Switzerland,VSF-S,INGO,Feb-25
Unity,Pariang,FSL,World Food Programme,WFP,UN,Feb-25
Unity,Pariang,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Feb-25
Unity,Pariang,Logistics,International Organization for Migration,IOM,UN,Feb-25
Unity,Pariang,Logistics,World Food Programme,WFP,UN,Feb-25
Unity,Pariang,Nutrition,CARE International,CARE,INGO,Feb-25
