location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,ALIGHT,American Refugee Committee,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,ALIGHT,American Refugee Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,ARC,African Relief Committee,National NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,CARE,CARE International in Sudan,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,NIDO,National Initiative Development Organization,National NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,UMORD,United Mission On Relief and Development,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,UNHCR,UN Refugee Agency,United Nations,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,WAA,We Are Alight,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,WAA,We Are Alight,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,WAA,We Are Alight,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,WVI,World Vision International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,WVI,World Vision International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Shia'ria,SD05,East Darfur,SD05148,Shia'ria,2,WVI,World Vision International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,ALIGHT,American Refugee Committee,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,ALIGHT,American Refugee Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,ALIGHT,American Refugee Committee,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,ALIGHT,American Refugee Committee,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,ALIGHT,American Refugee Committee,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,ALIGHT,American Refugee Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,CARE,CARE International in Sudan,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,CARE,CARE International in Sudan,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,NIDO,National Initiative Development Organization,National NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,WAA,We Are Alight,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,WAA,We Are Alight,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,WAA,We Are Alight,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,East Darfur,Yassin,SD05,East Darfur,SD05165,Yassin,2,WVI,World Vision International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Butanah,SD12,Gedaref,SD12073,Al Butanah,2,CAFA,CAFA Development Organization,National NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Butanah,SD12,Gedaref,SD12073,Al Butanah,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Butanah,SD12,Gedaref,SD12073,Al Butanah,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Butanah,SD12,Gedaref,SD12073,Al Butanah,2,MBC,Mutawinat Benevolent Company,National NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,ALIGHT,American Refugee Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,AVDO,African Vision For Development Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,Altawaki,Altawaki Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,CARE,CARE International in Sudan,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,CARE,CARE International in Sudan,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,DAO,Depth Action Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,RI,Relief International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,SCI,Save the Children International,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,SRCS,Sudanese Red Crescent Society,Red Cross / Red Crescent,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,UNICEF,United Nations Children's Fund,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,WAA,We Are Alight,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,WHH,Welthungerhilfe (German Agro Action),International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fao,SD12,Gedaref,SD12074,Al Fao,2,WHO,World Health Organization,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,ALIGHT,American Refugee Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,ALIGHT,American Refugee Committee,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,ALIGHT,American Refugee Committee,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,ALIGHT,American Refugee Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,BRDO,Building Resilience Development Organization,National NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,CDF,Child Development Foundation,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,DRC,Danish Refugee Council,International NGO,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,DRC,Danish Refugee Council,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,DRC,Danish Refugee Council,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,MTI,Medical Teams International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,MTI,Medical Teams International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,PI,Plan International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,PI,Plan International,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,RI,Relief International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,RI,Relief International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,RI,Relief International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,SCI,Save the Children International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,WAA,We Are Alight,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,WAA,We Are Alight,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,WAA,We Are Alight,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Fashaga,SD12,Gedaref,SD12075,Al Fashaga,2,ZOA,ZOA International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,ACTED,Agency for Technical Cooperation and Development,International NGO,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,ALIGHT,American Refugee Committee,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,ALIGHT,American Refugee Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,AVDO,African Vision For Development Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,CARE,CARE International in Sudan,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,CARE,CARE International in Sudan,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,CDF,Child Development Foundation,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,DAO,Depth Action Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,DAO,Depth Action Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,DRC,Danish Refugee Council,International NGO,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,DRC,Danish Refugee Council,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,DRC,Danish Refugee Council,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,DRC,Danish Refugee Council,International NGO,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,DRC,Danish Refugee Council,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,IRC,International Rescue Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,IRC,International Rescue Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,MBC,Mutawinat Benevolent Company,National NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,NCA,Norwegian Church Aid,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,NCA,Norwegian Church Aid,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,NRC,Norwegian Refugee Council,International NGO,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,PI,Plan International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,PI,Plan International,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,PUI,Première Urgence Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,RI,Relief International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,SAPA,Sudanese American Physicians Association,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,SCI,Save the Children International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,SCI,Save the Children International,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,SCI,Save the Children International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,SRCS,Sudanese Red Crescent Society,Red Cross / Red Crescent,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,UNICEF,United Nations Children's Fund,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,UNICEF,United Nations Children's Fund,United Nations,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,UNMAS,United Nations Mine Action Service,United Nations,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Galabat Al Gharbyah - Kassab,SD12,Gedaref,SD12078,Al Galabat Al Gharbyah - Kassab,2,ZOA,ZOA International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,ALIGHT,American Refugee Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,ALIGHT,American Refugee Committee,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,DAO,Depth Action Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,DRC,Danish Refugee Council,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,IR,Islamic Relief Worldwide,International NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,IRC,International Rescue Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,IRC,International Rescue Committee,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,IRC,International Rescue Committee,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,MSF-H,Doctors Without Borders Holland,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,MTI,Medical Teams International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,MTI,Medical Teams International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,NCA,Norwegian Church Aid,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,NRC,Norwegian Refugee Council,International NGO,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,NRC,Norwegian Refugee Council,International NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,NRC,Norwegian Refugee Council,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,UNHCR,UN Refugee Agency,United Nations,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,UNICEF,United Nations Children's Fund,United Nations,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,WAA,We Are Alight,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,WAA,We Are Alight,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,WAA,We Are Alight,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Gedaref,Al Mafaza,SD12,Gedaref,SD12082,Al Mafaza,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
