Admin1 name,Admin1 pcode,Admin2 name,Admin2 pcode,Edu Severity,EDU-PIN ,EDU-TAR,FSL Severity,FSL-PIN ,FSL-TAR,HLT Severity,HEA-PIN ,HEA-TAR,Nut Severity,NUT-PIN ,NUT-TAR,GP Severity,GP-PIN ,GP-TAR,CP Severity,CP-PIN ,CP-TAR,GBV Seveirty,GBV-PIN ,GBV-TAR,MA Severity,MA-PIN,MA-TAR,SNFI Severity,SNFI-PIN ,SNFI-TAR,WSH Severity,WASH-PIN ,WASH-TAR,SM Severity,SM-PIN,SM-TAR,RCF-PIN ,RCF-TAR
White Nile,SD09,Ad Diwaim,SD09044,4,"79,851","74,405",3,"104,164","53,284",3,"141,303","70,652",3,"35,107","14,680",3,"83,805","33,523",3,"53,558","2,685",4,"55,222","22,089",0,0,0,4,"76,308","52,436",4,"138,692","86,092",4,"1,545",772,0,0
White Nile,SD09,Um Rimta,SD09045,3,0,0,3,"52,780","41,605",2,"40,502",0,3,"7,597","2,987",3,"26,288","10,515",3,"17,880",897,4,"17,633","7,053",0,0,0,3,"20,471","12,000",3,"54,872","30,550",4,625,313,0,0
White Nile,SD09,Rabak,SD09046,3,0,0,3,"46,721","32,856",1,"102,380",0,3,"27,193","11,303",3,"31,720","12,688",1,"22,947","11,904",4,"35,532","14,213",0,0,0,3,"24,704","12,901",2,"29,009",0,4,"3,928","1,964",0,0
White Nile,SD09,Kosti,SD09047,3,0,0,3,"64,420","24,286",3,"48,417","24,209",3,"44,967","18,235",3,"32,145","12,857",1,"23,668","11,711",4,"22,083","8,833",0,0,0,4,"30,279","16,533",4,"70,140","55,976",4,"1,923",962,"58,373","58,373"
White Nile,SD09,Tendalti,SD09048,3,0,0,3,"56,326","20,600",2,"47,737",0,3,"13,603","5,096",3,"27,436","6,860",3,"19,186",963,4,"18,554","7,422",0,0,0,3,"22,894","12,000",4,"85,542","41,872",4,322,161,0,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,4,"66,926","18,905",3,"122,341","68,942",3,"114,254","57,127",3,"34,497","12,841",3,"62,618","6,262",3,"41,162","2,065",4,"41,589",0,0,0,0,5,"54,682","18,194",4,"168,250","47,171",5,"42,691","21,345","218,834","218,834"
White Nile,SD09,Al Gitaina,SD09050,3,0,0,3,"188,498","11,680",1,"198,973",0,2,"19,417","7,515",3,"46,780","4,678",3,"35,000","1,759",4,"65,221",0,0,0,0,4,"62,542","5,243",3,"52,511","10,538",4,827,414,0,0
White Nile,SD09,Aj Jabalain,SD09051,4,"79,059","71,847",3,"190,476","95,612",3,"267,070","133,535",3,"42,139","16,510",3,"104,085","41,634",3,"63,347","49,205",4,"67,671","27,068",0,0,0,5,"77,980","43,481",4,"136,291","91,414",5,"64,900","32,450","138,328","138,328"
White Nile,SD09,Guli,SD09052,3,0,0,3,"221,002","73,098",1,"244,557",0,3,"21,145","8,433",3,"26,477","10,591",3,"26,878","1,356",3,"60,487","15,122",0,0,0,3,"44,783","7,166",4,"193,352","73,029",0,0,0,0,0
Red Sea,SD10,Dordieb,SD10063,3,"9,211",0,3,"8,738","1,220",1,"1,390",0,4,"11,567","4,882",3,"2,669","1,067",1,"2,757",0,2,0,0,0,0,0,2,0,0,4,"22,885","10,691",3,150,75,0,0
Red Sea,SD10,Port Sudan,SD10064,3,"96,902",0,2,"134,591","62,059",3,"249,941","124,971",2,"22,913","9,925",3,"127,806","51,122",4,"77,757","60,442",4,"88,186","35,274",0,0,0,4,"95,682","54,153",3,"123,000","67,222",4,"4,367","2,183","21,324","21,324"
Red Sea,SD10,Tawkar,SD10065,3,0,0,3,"26,874","6,461",1,"48,607",0,4,"36,169","17,258",3,"8,914","3,565",3,"8,514",429,2,0,0,0,0,0,2,0,0,4,"62,263","30,597",4,"1,000",500,32,32
Red Sea,SD10,Hala'ib,SD10066,3,0,0,3,"8,825","7,221",1,0,0,3,"4,368","1,875",0,0,0,3,"1,765",89,2,0,0,0,0,0,3,"3,209",0,4,"16,046","7,221",0,0,0,0,0
Red Sea,SD10,Jubayt Elma'aadin,SD10067,3,0,0,3,"14,023","12,148",1,490,0,3,"18,130","7,913",3,"4,059","1,624",3,"4,410",223,3,0,0,0,0,0,2,0,0,4,"33,176","11,978",0,0,0,0,0
Red Sea,SD10,Sawakin,SD10068,3,0,0,2,"3,914",963,2,"4,585",0,3,"14,580","5,980",3,"3,207","1,283",1,"2,542",0,2,0,0,0,0,0,2,0,0,4,"12,697","4,294",3,415,208,"1,005","1,005"
Red Sea,SD10,Al Ganab,SD10069,3,0,0,3,"21,095","2,457",1,0,0,4,"20,952","9,499",0,0,0,1,"5,801",0,2,0,0,0,0,0,3,"10,547",0,4,"48,202","23,732",0,0,0,0,0
Red Sea,SD10,Haya,SD10070,3,0,0,3,"69,673","11,783",1,"8,590",0,4,"73,924","41,534",3,"16,844","6,737",4,"17,386","1,905",2,"8,942",0,0,0,0,3,"29,121",0,4,"145,348","66,467",3,351,175,0,0
Red Sea,SD10,Sinkat,SD10071,3,0,0,3,"17,162","3,730",2,"5,442",0,4,"20,513","7,338",3,"7,651","3,060",3,"6,938",350,3,"4,124","1,031",0,0,0,2,0,0,4,"46,409","23,232",4,291,146,68,68
Red Sea,SD10,Agig,SD10072,3,0,0,3,"17,864","17,282",1,"1,355",0,4,"13,766","5,850",0,0,0,3,"4,367",221,2,0,0,0,0,0,3,"7,940",0,4,"39,523","17,282",0,0,0,0,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,4,"73,762","71,169",3,"121,815","114,063",2,"65,818",0,3,"20,256","7,628",2,0,0,3,"35,171","1,767",4,"33,254","13,302",0,0,0,3,"44,526","6,149",3,"117,841","20,618",0,0,0,"1,078","1,078"
Kassala,SD11,Madeinat Kassala,SD11053,4,"102,906","99,372",3,"166,159","128,348",2,"84,941",0,3,"57,107","24,886",2,0,0,3,"46,517","21,824",4,"44,300","17,720",0,0,0,3,"60,958","24,652",2,"30,638",0,4,310,155,"6,211","6,211"
Kassala,SD11,Reifi Gharb Kassala,SD11054,3,"43,032",0,3,"49,947","49,947",1,"6,285",0,3,"19,625","7,098",0,0,0,3,"12,209",617,2,0,0,0,0,0,3,"22,199",0,4,"106,798","49,947",0,0,0,0,0
Kassala,SD11,Reifi Aroma,SD11055,4,"31,755","31,701",3,"41,643","37,925",1,"20,185",0,4,"26,543","11,189",2,0,0,1,"9,314",0,2,0,0,0,0,0,2,0,0,5,"81,216","36,858",0,0,0,0,0
Kassala,SD11,Reifi Kassla,SD11056,3,0,0,3,"53,535","40,227",3,"31,368","15,684",3,"11,218","4,352",2,0,0,5,"9,004",454,3,"10,604","2,651",0,0,0,4,0,0,4,"59,552","31,578",0,0,0,"26,246","26,246"
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,4,"32,646","32,381",4,"49,386","43,120",1,"13,530",0,4,"10,435","4,584",2,0,0,3,"10,765",543,3,"6,157","1,539",0,0,0,3,"17,524","5,791",4,"76,549","37,892",3,"1,498",749,0,0
Kassala,SD11,Reifi Hamashkureib,SD11058,4,"85,937","85,937",4,"121,912","99,746",1,"4,045",0,4,"59,032","26,384",0,0,0,3,"24,382","1,231",2,0,0,0,0,0,4,"66,497","13,300",4,"217,712","99,746",0,0,0,0,0
Kassala,SD11,Reifi Telkok,SD11059,3,"84,869",0,3,"111,307","101,375",1,"13,085",0,4,"54,063","23,421",2,0,0,3,"24,895","1,257",2,0,0,0,0,0,3,"44,152",0,4,"183,233","98,507",3,"1,000",500,0,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,3,0,0,3,"51,051","17,359",1,"26,235",0,3,"6,275","2,186",2,0,0,5,"12,353",622,3,"10,446","2,612",0,0,0,3,0,0,4,"56,712","36,545",0,0,0,"10,777","10,777"
Kassala,SD11,Reifi Wad Elhilaiw,SD11061,3,"28,499",0,3,"73,508","33,754",3,"76,198","38,099",3,"11,488","4,336",0,0,0,4,"8,086",408,2,0,0,0,0,0,4,0,0,4,"46,435","33,022",0,0,0,"77,452","77,452"
Kassala,SD11,Reifi Nahr Atbara,SD11062,3,"47,224",0,3,"69,145","58,498",3,"4,782","2,391",3,"21,890","8,095",2,0,0,1,"14,451",729,3,"7,627","1,907",0,0,0,3,"23,405",0,4,"118,412","54,813",0,0,0,0,0
Gedaref,SD12,Al Butanah,SD12073,3,0,0,3,"21,179","7,933",1,"5,957",0,3,"13,627","5,162",4,"8,170","4,086",1,"7,355",371,3,"4,390","1,098",0,0,0,2,0,0,5,"51,053","30,958",0,0,0,0,0
Gedaref,SD12,Al Fao,SD12074,3,0,0,3,"26,953","25,377",3,"69,178","34,589",3,"29,230","12,653",3,"19,452","7,780",3,"14,824",745,4,"13,508","5,403",0,0,0,2,0,0,5,"78,422","38,924",4,807,404,6,6
Gedaref,SD12,Al Fashaga,SD12075,3,0,0,3,"24,944","18,567",3,"39,653","19,827",4,"9,337","4,012",3,"17,068","6,828",3,"11,554",580,4,"11,780","4,712",0,0,0,3,0,0,4,"40,482","23,630",0,0,0,"1,463","1,463"
Gedaref,SD12,Al Qureisha,SD12076,3,"29,607",0,3,"51,096","19,274",2,"52,735",0,3,"8,341","3,406",3,"24,508","9,803",3,"16,648",836,4,"16,432","6,573",0,0,0,3,"3,749",0,4,"57,738","34,364",0,0,0,0,0
Gedaref,SD12,Basundah,SD12077,4,"25,543","23,164",3,"60,893","65,423",2,"58,206",0,3,"11,089","4,537",3,"31,366","12,546",3,"19,360",970,4,"21,217","8,487",0,0,0,3,"18,682","10,012",4,"67,113","29,090",3,"3,406","1,703","3,146","3,146"
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,3,"26,134",0,3,"31,920","18,482",1,"30,375",0,4,"22,354","10,880",3,"14,261","5,704",3,"11,091",558,3,"7,746","1,937",0,0,0,2,0,0,4,"56,798","28,663",0,0,0,0,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,4,"24,171","23,225",3,"37,683","19,760",2,"25,669",0,3,"5,550","2,023",3,"17,216","6,887",3,"12,227",614,4,"11,698","4,679",0,0,0,3,"2,440",0,4,"57,957","26,027",0,0,0,0,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,4,"75,330","69,720",3,"96,744","40,530",3,"144,712","72,356",3,"65,154","29,227",3,"84,550","33,820",3,"53,209","38,483",4,"55,474","22,190",0,0,0,4,"75,038","52,590",3,"90,711","28,111",4,364,182,2,2
Gedaref,SD12,Wasat Al Gedaref,SD12081,3,0,0,3,"40,133","56,933",2,"55,699",0,3,"13,555","5,294",3,"25,594","10,238",3,"18,075",908,4,"21,884","8,754",0,0,0,4,0,0,4,"58,239","39,156",4,"7,311","3,655","19,049","19,049"
Gedaref,SD12,Al Mafaza,SD12082,3,"24,810",0,3,"61,012","41,443",3,"59,407","29,704",3,"7,014","2,772",3,"22,420","8,968",1,"14,871",746,4,"20,585","8,234",0,0,0,4,"8,321","5,326",4,"59,595","29,003",0,0,0,"23,807","23,807"
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,3,"38,993",0,3,"81,691","95,208",3,"74,453","37,227",3,"18,462","7,147",4,"35,190","17,596",3,"23,350","1,172",4,"27,651","11,060",0,0,0,4,"25,700","16,940",4,"85,044","44,349",3,466,233,"17,673","17,673"
Gedaref,SD12,Ar Rahad,SD12084,3,0,0,3,"88,569","74,928",2,"79,316",0,3,"16,352","7,012",3,"45,368","18,147",3,"29,794","1,495",4,"30,125","12,050",0,0,0,3,"32,232","5,125",4,"105,050","69,177",0,0,0,0,0
North Kordofan,SD13,Um Rawaba,SD13023,4,"57,276","54,748",3,"89,283","32,063",2,"69,932",0,3,"31,388","11,682",4,"43,238","21,619",5,"30,166","1,515",5,"35,022","7,004",1,"21,099",0,3,"35,872","5,243",4,"130,812","62,990",5,"5,675","2,837",976,976
North Kordofan,SD13,Sheikan,SD13024,4,"143,085","42,211",4,"242,248","67,484",3,"54,528","27,264",3,"56,780","21,804",4,"56,075","16,823",5,"49,969","13,646",5,"54,119","10,824",1,"41,166",0,5,"118,295","27,804",3,"200,623","47,579",5,"5,894","2,947","9,414","9,414"
North Kordofan,SD13,Soudari,SD13025,3,"58,094",0,3,"78,552","23,855",2,"7,260",0,3,"23,646","9,268",3,"18,251","1,825",3,"18,080",912,3,"9,728",0,0,0,0,3,"30,695",0,4,"139,078","23,492",0,0,0,0,0
North Kordofan,SD13,Bara,SD13026,3,0,0,3,"48,449","21,881",2,"15,736",0,3,"18,236","6,998",3,"16,886","1,689",3,"14,246","4,828",3,"9,119",0,0,0,0,2,0,0,4,"78,826","15,115",0,0,0,0,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,3,"44,939",0,3,"56,030","23,072",1,"7,036",0,3,"21,377","8,136",3,"14,758","1,476",3,"14,298","2,559",3,"7,881",0,0,0,0,3,"22,479",0,4,"97,838","18,188",4,145,72,0,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,3,0,0,3,"30,846","27,491",1,"32,410",0,3,"14,714","5,972",3,"13,019","1,303",3,"9,944",500,3,"7,081",0,0,0,0,2,0,0,4,"46,539","8,832",0,0,0,0,0
North Kordofan,SD13,Gharb Bara,SD13029,3,0,0,3,"45,158","23,077",2,"12,531",0,3,"25,055","10,207",3,"14,400","1,440",3,"12,753",643,3,"7,749",0,0,0,0,3,"19,821","4,800",4,"60,442","14,642",0,0,0,0,0
North Kordofan,SD13,Ar Rahad,SD13030,4,"32,195","29,731",3,"46,325","49,423",2,"62,377",0,3,"14,464","5,242",4,"35,835","17,919",4,"22,594","16,274",4,"23,811","9,524",1,"14,422",0,3,"22,727","3,878",5,"72,745","36,611",5,"2,162","1,081","1,199","1,199"
Sennar,SD14,Abu Hujar,SD14037,4,"53,761","49,636",3,"117,688","51,259",2,"118,617",0,3,"23,487","8,626",2,0,0,3,"38,660","28,270",4,"37,900","15,160",0,0,0,4,"49,012","17,463",4,"127,387","62,163",0,0,0,0,0
Sennar,SD14,Sennar,SD14038,4,"83,726","79,787",3,"100,328","31,370",2,"109,791",0,2,"34,513","13,428",2,0,0,3,"46,096","27,447",4,"36,184","14,474",0,0,0,4,"63,500","20,012",3,"99,013","48,173",4,"2,387","1,193",28,28
Sennar,SD14,Ad Dali,SD14039,3,"36,310",0,3,"80,577","61,113",2,"80,488",0,3,"16,239","6,357",2,0,0,1,"26,111",0,4,"25,599","10,240",0,0,0,3,"25,918","4,460",5,"94,348","57,453",4,"11,437","5,719",0,0
Sennar,SD14,Ad Dinder,SD14040,4,"62,607","57,429",3,"135,062","59,151",2,"123,739",0,3,"30,075","11,830",2,0,0,3,"42,828","30,345",4,"43,693","17,477",0,0,0,4,"61,761","21,592",4,"149,572","72,667",4,406,203,"9,808","9,808"
Sennar,SD14,As Suki,SD14041,4,"55,222","50,369",3,"78,554","34,560",2,"131,593",0,3,"34,153","13,461",2,0,0,3,"43,204","33,144",4,"44,588","17,835",0,0,0,4,"59,778","21,719",4,"93,776","61,557",4,"2,056","1,028",0,0
Sennar,SD14,Sharg Sennar,SD14042,4,"79,017","76,144",3,"103,754","23,285",3,"79,275","39,638",3,"37,181","14,194",2,0,0,3,"38,722","20,285",4,"33,240","13,296",0,0,0,4,"55,582","16,452",3,"160,548","42,531",0,0,0,0,0
Sennar,SD14,Sinja,SD14043,3,"54,224",0,3,"76,876","28,086",3,"124,200","62,100",3,"17,087","6,654",2,0,0,3,"37,333","1,872",4,"35,542","14,217",0,0,0,3,"29,931","5,588",3,"73,540","32,029",4,44,22,9,9
Aj Jazirah,SD15,Medani Al Kubra,SD15030,4,"63,902","59,418",2,"73,763","115,022",3,"119,336","59,668",3,"46,979","18,589",3,"68,407","27,363",3,"43,517","30,740",4,"45,048","18,019",0,0,0,4,"46,182","35,095",3,"70,721","21,816",4,"4,095","2,048",138,138
Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,3,0,0,3,"95,615","42,623",3,"50,490","25,245",3,"59,107","23,046",3,"44,794","17,917",1,"37,192",0,4,"32,013","12,805",0,0,0,3,"54,443","6,588",3,"141,531","15,088",0,0,0,138,138
Aj Jazirah,SD15,Um Algura,SD15032,3,"69,394",0,3,"118,593","42,000",2,"110,967",0,3,"33,861","12,896",3,"56,625","22,651",3,"38,622","1,939",4,"38,014","15,206",0,0,0,3,"25,821","4,820",4,"98,450","75,713",4,"1,244",622,14,14
Aj Jazirah,SD15,Sharg Aj Jazirah,SD15033,3,0,0,3,"116,803","36,983",2,"46,576",0,3,"54,309","20,996",3,"40,853","16,341",3,"37,122","1,871",4,"30,129","12,052",0,0,0,3,"50,410","15,123",3,"132,950","33,154",0,0,0,166,166
Aj Jazirah,SD15,Al Hasahisa,SD15034,3,0,0,3,"140,085","132,876",3,"75,414","37,707",3,"72,431","27,994",2,0,0,3,"44,811","2,257",4,"42,041","16,816",0,0,0,4,"93,910","32,300",4,"236,666","88,043",4,"1,902",951,"19,234","19,234"
Aj Jazirah,SD15,Al Kamlin,SD15035,4,"124,864","35,776",3,"206,718","77,164",3,"158,478","79,239",3,"35,739","13,956",3,"97,218","9,723",3,"67,210","39,131",4,"65,557",0,0,0,0,4,"100,544","7,845",4,"278,261","138,653",4,"1,320",660,138,138
Aj Jazirah,SD15,Al Manaqil,SD15036,3,0,0,3,"132,561","38,401",3,"68,103","34,052",3,"83,487","30,516",2,0,0,3,"46,422","2,336",4,"40,463","16,185",0,0,0,3,"66,596","8,202",4,"207,093","130,437",4,550,275,28,28
Aj Jazirah,SD15,Al Qurashi,SD15037,3,0,0,3,"64,473","23,608",2,"29,485",0,3,"48,759","20,650",3,"25,439","10,175",3,"22,972","1,158",3,"13,665","3,416",0,0,0,3,"30,835",0,4,"83,520","76,771",3,465,233,0,0
River Nile,SD16,Abu Hamad,SD16008,3,0,0,3,"33,720","45,065",2,"62,200",0,4,"27,469","15,351",3,"30,910","12,364",3,"18,546",929,4,"20,021","8,008",0,0,0,3,"16,860","3,147",3,"53,122","9,813",4,5,3,0,0
River Nile,SD16,Al Matama,SD16009,4,"74,334","66,901",3,"115,039","51,974",2,"196,122",0,3,"37,443","17,164",3,"105,453","42,181",4,"63,271","50,623",4,"68,300","27,320",0,0,0,4,"76,693","29,143",3,"95,713","43,675",0,0,0,0,0
River Nile,SD16,Shendi,SD16010,4,"77,978","70,136",3,"120,226","54,606",3,"212,570","106,285",3,"73,097","31,158",3,"110,113","44,045",4,"66,124","52,812",4,"71,602","28,641",0,0,0,4,"80,226","30,472",4,"217,776","87,386",4,"10,000","5,000","1,130","1,130"
River Nile,SD16,Ad Damar,SD16011,4,"85,219","76,697",3,"131,884","59,752",2,"225,966",0,3,"39,190","16,247",3,"120,893","48,357",4,"72,536","58,035",4,"78,302","31,321",0,0,0,4,"87,923","33,411",3,"167,281","36,193",4,"2,082","1,041",0,0
River Nile,SD16,Atbara,SD16012,4,"79,764","71,729",3,"122,839","55,769",3,"208,146","104,073",3,"19,038","7,983",3,"112,477","44,991",4,"67,561","53,931",4,"73,229","29,292",0,0,0,4,"81,993","31,140",3,"104,012","47,850",0,0,0,"1,506","1,506"
River Nile,SD16,Barbar,SD16013,4,"38,127","34,271",2,"56,066","55,614",2,"119,407",0,4,"36,343","16,556",3,"53,580","21,432",3,"32,204","25,673",4,"34,986","13,994",0,0,0,3,"29,389","5,479",3,"46,508","19,315",0,0,0,"1,130","1,130"
River Nile,SD16,Al Buhaira,SD16014,3,"24,155",0,2,"62,304","31,152",3,"62,304","31,152",3,"14,696","6,700",3,"34,267","13,707",3,"20,561","1,030",4,"22,194","8,878",0,0,0,3,"18,691","3,489",3,"54,100","26,984",0,0,0,0,0
Northern,SD17,Halfa,SD17014,4,"29,912","28,157",3,"75,418","40,907",3,"81,130","40,565",3,"4,220","1,692",3,"54,700","21,880",3,"31,457","27,416",4,"28,011","11,204",0,0,0,4,"36,312","28,141",3,"41,213","9,612",0,0,0,0,0
Northern,SD17,Delgo,SD17015,4,"34,707","31,236",3,"55,950","45,332",2,"89,520",0,3,"11,108","4,820",2,0,0,3,"29,542","23,636",4,"31,890","12,756",0,0,0,3,"26,856","5,013",3,"28,714","7,162",0,0,0,0,0
Northern,SD17,Al Burgaig,SD17016,3,"34,352",0,3,"53,162","15,004",2,"88,604",0,4,"14,305","6,410",2,0,0,1,"29,239","1,464",4,"31,563","12,625",0,0,0,3,"26,581","4,962",3,"24,756","11,705",4,"1,347",673,0,0
Northern,SD17,Dongola,SD17017,4,"40,601","36,652",3,"101,731","55,358",3,"100,983","50,492",4,"33,154","16,138",2,0,0,3,"33,542","26,455",4,"36,234","14,494",0,0,0,4,"46,059","34,103",3,"49,542","9,008",0,0,0,844,844
Northern,SD17,Al Golid,SD17018,3,"31,256",0,3,"48,372","12,757",2,"80,620",0,3,"12,946","5,455",2,0,0,1,"26,605","1,332",4,"28,718","11,487",0,0,0,3,"24,186","4,515",3,"27,944","12,757",0,0,0,0,0
Northern,SD17,Ad Dabbah,SD17019,4,"71,349","65,935",3,"157,265","75,317",2,"145,690",0,4,"22,957","9,524",2,0,0,3,"50,867","37,002",4,"53,189","21,276",0,0,0,4,"71,628","25,191",3,"44,777","22,290",0,0,0,220,220
Northern,SD17,Merwoe,SD17020,4,"60,094","54,861",3,"140,951","56,872",2,"134,930",0,3,"23,393","9,071",2,0,0,3,"46,726","35,725",4,"49,655","19,862",0,0,0,4,"64,726","23,467",3,"74,657","19,034",0,0,0,44,44
West Kordofan,SD18,Ghubaish,SD18021,3,0,0,3,"49,663","34,203",2,"38,225",0,4,"18,244","7,023",3,"18,503","4,626",3,"13,685",688,3,"11,756","2,939",0,0,0,3,"17,607","2,000",4,"75,460","32,759",4,"1,149",574,"7,917","7,917"
West Kordofan,SD18,An Nuhud,SD18022,3,"62,565",0,3,"112,183","75,850",2,"77,466",0,4,"31,865","12,815",4,"48,509","19,404",3,"33,576","1,686",3,"26,549","6,637",1,"23,331",0,4,"46,663","21,768",5,"159,752","70,251",4,"4,963","2,482",0,0
West Kordofan,SD18,Abu Zabad,SD18028,3,"24,262",0,4,"39,270","23,391",3,"26,764","13,382",4,"11,702","4,713",4,"15,073","6,029",3,"11,193",563,3,"8,341","2,085",1,0,0,3,"14,475",800,3,"29,073","5,595",4,"6,040","3,020",609,609
West Kordofan,SD18,Wad Bandah,SD18029,3,0,0,3,"32,983","26,604",2,"13,360",0,3,"17,613","6,837",3,"11,007","2,752",3,"9,577",482,3,"5,930","1,483",0,0,0,2,0,0,4,"46,858","18,742",4,812,406,4,4
West Kordofan,SD18,Keilak,SD18085,4,"19,837","10,940",4,"41,795","37,038",2,"32,423",0,4,"5,031","2,012",3,"15,673","3,919",3,"10,790",542,2,0,0,0,0,0,3,"4,692","1,877",3,"18,622","23,025",4,"7,740","3,870","8,937","8,937"
West Kordofan,SD18,As Salam - WK,SD18086,4,"23,098","12,901",3,"45,874","33,179",3,"41,495","20,748",3,"8,930","3,259",4,"22,073","8,829",4,"14,432","9,587",4,"15,277","6,111",1,"9,539",0,3,"15,496","1,400",3,"33,872","24,922",4,"8,391","4,196","2,683","2,683"
West Kordofan,SD18,Abyei,SD18087,3,0,0,4,"56,767","34,029",1,"45,717",0,4,"10,553","4,141",3,"24,534","6,134",3,"16,662",836,3,"14,114","3,529",1,0,0,3,0,0,4,"68,357","34,029",4,"5,406","2,703","3,173","3,173"
West Kordofan,SD18,As Sunut,SD18092,3,"25,666",0,3,"35,107","16,793",2,"17,753",0,3,"14,111","5,398",4,"13,090","5,237",3,"10,445",0,3,"7,099","1,775",1,"8,058",0,3,"14,678",0,4,"49,363","27,430",4,"2,605","1,303",0,0
West Kordofan,SD18,Babanusa,SD18100,3,"17,335",0,3,"39,600","38,968",3,"34,487","17,244",3,"6,586","2,789",3,"17,264","4,317",3,"11,173",560,3,"10,766","2,692",0,0,0,3,"11,786","1,400",4,"42,995","20,121",0,0,0,"6,059","6,059"
West Kordofan,SD18,Al Lagowa,SD18102,3,"24,479",0,4,"51,508","42,377",3,"43,754","21,877",3,"10,532","4,089",5,"26,003","15,602",3,"16,571",831,3,"14,299",0,1,"10,689",0,4,"21,379","7,426",4,"66,158","28,413",5,"17,466","8,733",2,2
West Kordofan,SD18,Al Dibab,SD18103,3,"17,675",0,4,"29,569","17,987",3,"16,460","8,230",4,"12,380","5,814",3,"11,966","2,992",3,"8,636",434,3,"4,994","1,249",0,0,0,3,"10,764","2,600",4,"32,301","20,516",0,0,0,0,0
West Kordofan,SD18,Al Idia,SD18104,3,0,0,3,"75,727","52,565",2,"69,343",0,3,"12,024","4,517",3,"37,106","3,710",3,"23,679","1,187",3,"21,137",0,0,0,0,3,"24,357",0,4,"90,313","14,081",4,"28,639","14,320","3,477","3,477"
West Kordofan,SD18,Al Khiwai,SD18105,3,"18,132",0,3,"25,564","10,237",2,"8,216",0,3,"7,954","2,916",3,"8,374","2,094",3,"6,952",350,3,"4,526","1,132",0,0,0,2,0,0,3,"23,237","20,204",0,0,0,0,0
West Kordofan,SD18,Al Meiram,SD18106,3,"11,459",0,3,"24,544","25,424",1,"20,443",0,3,"5,355","2,384",3,"6,881","1,721",3,"5,171",260,2,0,0,0,0,0,4,0,0,4,"25,195","13,301",4,"2,324","1,162","11,719","11,719"
Abyei PCA,SD19,Abyei PCA area,SD19101,3,0,0,0,0,0,4,"29,245","20,472",3,"20,945","8,234",0,0,0,1,"3,217",0,3,"1,544",0,0,0,0,3,"5,849",0,4,"23,484","4,297",0,0,0,0,0
North Darfur,SD02,Al Waha,SDTEMP,4,0,0,0,0,0,1,0,0,4,"37,986","15,914",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
